interval_from,interval_to,no2_B0_min,no2_B0_max,no2_B0_mean,no2_B0_stDev,no2_B0_sampleCount,no2_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2022-04-01,2022-05-01,2.6429172066855244e-05,3.9972168451640755e-05,3.261722461992088e-05,4.424326519641658e-06,65536,63911,NUTS_NL_01m_2024.shp,NL128,2022,April,4
2022-05-01,2022-06-01,4.6058325096964836e-05,4.6058325096964836e-05,4.6058325096964836e-05,0.0,65536,64793,NUTS_NL_01m_2024.shp,NL128,2022,May,5
2022-06-01,2022-07-01,7.95472806203179e-06,7.00666569173336e-05,3.2702969509738746e-05,1.0296295660671999e-05,65536,22581,NUTS_NL_01m_2024.shp,NL128,2022,June,6
2022-08-01,2022-09-01,1.037895981426118e-05,5.10259487782605e-05,2.8787365505762e-05,9.055964267956946e-06,65536,22581,NUTS_NL_01m_2024.shp,NL128,2022,August,8
2022-09-01,2022-10-01,6.695912452414632e-05,0.0002535209059715271,0.0001359182436720361,3.307978736886773e-05,65536,23206,NUTS_NL_01m_2024.shp,NL128,2022,September,9
2022-10-01,2022-11-01,2.831011443049647e-05,0.00013488612603396177,8.330853675553349e-05,2.1611684998221015e-05,65536,29767,NUTS_NL_01m_2024.shp,NL128,2022,October,10
2022-11-01,2022-12-01,9.854179370449856e-05,0.000159190793056041,0.00011988124732010346,1.3440197572339142e-05,65536,45906,NUTS_NL_01m_2024.shp,NL128,2022,November,11
2023-01-01,2023-02-01,1.1881331374752335e-05,8.832150342641398e-05,4.694558780486757e-05,1.4468566590669077e-05,65536,53355,NUTS_NL_01m_2024.shp,NL128,2023,January,1
2023-02-01,2023-03-01,6.111174116085749e-06,7.607178849866614e-05,4.307686715239525e-05,1.3591326448328524e-05,65536,22581,NUTS_NL_01m_2024.shp,NL128,2023,February,2
2023-04-01,2023-05-01,-1.0802626775330282e-06,5.653496191371232e-05,3.151868692897107e-05,1.370810674456402e-05,65536,22896,NUTS_NL_01m_2024.shp,NL128,2023,April,4
2023-05-01,2023-06-01,-4.5031632112113584e-07,3.983468559454195e-05,2.1407501281773303e-05,8.462508873697622e-06,65536,22581,NUTS_NL_01m_2024.shp,NL128,2023,May,5
2023-08-01,2023-09-01,9.27053179111681e-07,4.596206053975038e-05,2.2717453348880557e-05,1.0048956142453585e-05,65536,39951,NUTS_NL_01m_2024.shp,NL128,2023,August,8
2023-09-01,2023-10-01,1.9849709133268334e-05,7.770019874442369e-05,4.559217309756569e-05,1.543920388846833e-05,65536,54803,NUTS_NL_01m_2024.shp,NL128,2023,September,9
2023-10-01,2023-11-01,2.451498767186422e-05,5.3450326959136873e-05,3.9948270617387925e-05,7.65875764585204e-06,65536,24569,NUTS_NL_01m_2024.shp,NL128,2023,October,10
2023-11-01,2023-12-01,2.8591226509888656e-05,8.808152051642537e-05,6.590117005862742e-05,1.4453473678006361e-05,65536,41599,NUTS_NL_01m_2024.shp,NL128,2023,November,11
2023-12-01,2024-01-01,1.2254105968168005e-05,7.316660776268691e-05,6.140567442660385e-05,2.165480835940823e-05,65536,64708,NUTS_NL_01m_2024.shp,NL128,2023,December,12
2024-03-01,2024-04-01,4.3301038203935605e-06,9.85080114332959e-05,3.1570654968972623e-05,1.86929574200786e-05,65536,29551,NUTS_NL_01m_2024.shp,NL128,2024,March,3
2024-04-01,2024-05-01,7.211786851257784e-06,6.736505747539923e-05,3.366135801134228e-05,1.2635674248851518e-05,65536,23100,NUTS_NL_01m_2024.shp,NL128,2024,April,4
2024-06-01,2024-07-01,-2.5312701836810447e-06,4.9402497097617015e-05,2.5832481740770663e-05,9.575914816392966e-06,65536,43129,NUTS_NL_01m_2024.shp,NL128,2024,June,6
2024-07-01,2024-08-01,3.9800465856387746e-06,4.163728954154067e-05,2.103618735317834e-05,7.823038986131497e-06,65536,22581,NUTS_NL_01m_2024.shp,NL128,2024,July,7
2024-08-01,2024-09-01,1.1538254511833657e-05,4.214620275888592e-05,2.885231234843536e-05,7.065113595998884e-06,65536,22581,NUTS_NL_01m_2024.shp,NL128,2024,August,8
2024-09-01,2024-10-01,1.761588100634981e-05,6.89282824168913e-05,3.96868327093902e-05,2.0752445126640195e-05,65536,61545,NUTS_NL_01m_2024.shp,NL128,2024,September,9
2024-10-01,2024-11-01,2.3175440219347365e-05,3.446460686973296e-05,3.10641661836479e-05,4.7687059005723186e-06,65536,64616,NUTS_NL_01m_2024.shp,NL128,2024,October,10
2024-11-01,2024-12-01,9.62749618338421e-05,0.00021116573770996183,0.00014810911106929967,2.48007163512582e-05,65536,37509,NUTS_NL_01m_2024.shp,NL128,2024,November,11
2018-05-01,2018-06-01,4.5818280341336504e-05,6.622829823754728e-05,5.417315672488442e-05,4.378041528073431e-06,65536,62577,NUTS_NL_01m_2024.shp,NL13,2018,May,5
2018-06-01,2018-07-01,2.4965559077827493e-06,6.162564386613667e-05,3.2617764544370734e-05,1.0727200886426086e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2018,June,6
2018-07-01,2018-08-01,5.278713797451928e-05,0.00012027660704916343,8.87301334368234e-05,1.3624324322853489e-05,65536,38653,NUTS_NL_01m_2024.shp,NL13,2018,July,7
2018-08-01,2018-09-01,1.3993545508128591e-05,2.888575181714259e-05,2.1410545899271178e-05,4.889304345120373e-06,65536,62512,NUTS_NL_01m_2024.shp,NL13,2018,August,8
2018-09-01,2018-10-01,5.537622200790793e-05,9.693735046312213e-05,6.676084202481107e-05,6.203274328772702e-06,65536,61809,NUTS_NL_01m_2024.shp,NL13,2018,September,9
2018-10-01,2018-11-01,4.3296713556628674e-05,0.00013840269821230322,8.134209842433237e-05,1.5924631405381157e-05,65536,24214,NUTS_NL_01m_2024.shp,NL13,2018,October,10
2018-11-01,2018-12-01,8.147367043420672e-05,0.00013612984912469983,0.00010660017118193061,1.5103096237040219e-05,65536,45883,NUTS_NL_01m_2024.shp,NL13,2018,November,11
2019-02-01,2019-03-01,0.0004823532945010811,0.0004881882050540298,0.00048427454553680825,2.7421018217683636e-06,65536,65126,NUTS_NL_01m_2024.shp,NL13,2019,February,2
2019-03-01,2019-04-01,1.5195566447800957e-05,4.979986260877922e-05,3.2618841016636736e-05,7.908276327895913e-06,65536,34057,NUTS_NL_01m_2024.shp,NL13,2019,March,3
2019-04-01,2019-05-01,1.758016696840059e-05,6.080510138417594e-05,3.7210472782659564e-05,1.0451040832448183e-05,65536,45469,NUTS_NL_01m_2024.shp,NL13,2019,April,4
2019-05-01,2019-06-01,4.6703928092028946e-05,0.00012927544594276696,9.693023344781789e-05,1.8278001008322468e-05,65536,61359,NUTS_NL_01m_2024.shp,NL13,2019,May,5
2019-06-01,2019-07-01,-1.8161344996769913e-06,5.974046143819578e-05,3.60786628014586e-05,1.0963381114539834e-05,65536,27479,NUTS_NL_01m_2024.shp,NL13,2019,June,6
2019-07-01,2019-08-01,3.073202969972044e-05,3.073202969972044e-05,3.073202969972044e-05,0.0,65536,65086,NUTS_NL_01m_2024.shp,NL13,2019,July,7
2019-08-01,2019-09-01,3.114274295512587e-05,0.00010632514749886468,6.51507984887555e-05,1.5966821050307887e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2019,August,8
2019-09-01,2019-10-01,8.713493116374593e-06,5.598587085842155e-05,2.1909010173251588e-05,6.085762922618559e-06,65536,60312,NUTS_NL_01m_2024.shp,NL13,2019,September,9
2019-10-01,2019-11-01,5.1784911192953587e-05,0.00010400405881227925,7.333698862878443e-05,1.0214928737792297e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2019,October,10
2019-11-01,2019-12-01,-1.4353967344504781e-05,9.60345787461847e-05,4.7174359564666235e-05,1.9829795228922344e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2019,November,11
2019-12-01,2020-01-01,1.0325046787329484e-05,8.77048441907391e-05,4.9247737327342876e-05,1.504376580635003e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2019,December,12
2020-01-01,2020-02-01,9.18258010642603e-05,9.18258010642603e-05,9.18258010642603e-05,0.0,65536,65524,NUTS_NL_01m_2024.shp,NL13,2020,January,1
2020-02-01,2020-03-01,-8.510134648531675e-06,8.3947139501106e-05,4.5857159850829166e-05,1.7746809891600957e-05,65536,44934,NUTS_NL_01m_2024.shp,NL13,2020,February,2
2020-03-01,2020-04-01,2.4888564439606853e-05,0.00010079247294925153,6.433177635369135e-05,1.3895206534323418e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2020,March,3
2020-04-01,2020-05-01,1.8177259335061535e-05,8.029469609027728e-05,3.879932491300223e-05,1.0944544908910842e-05,65536,50937,NUTS_NL_01m_2024.shp,NL13,2020,April,4
2020-05-01,2020-06-01,1.6798880096757784e-05,5.827768472954631e-05,3.6039718952442534e-05,1.1625870440737271e-05,65536,50973,NUTS_NL_01m_2024.shp,NL13,2020,May,5
2020-07-01,2020-08-01,8.17969430499943e-06,6.482199387392029e-05,3.510195482549619e-05,1.1335721083594618e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2020,July,7
2020-08-01,2020-09-01,-4.535877451417036e-06,4.9167028919328004e-05,2.5280237480475503e-05,1.3380384603574414e-05,65536,56225,NUTS_NL_01m_2024.shp,NL13,2020,August,8
2020-09-01,2020-10-01,7.616157381562516e-05,0.00018919064314104617,0.00012893588754208906,2.4350529187766597e-05,65536,47676,NUTS_NL_01m_2024.shp,NL13,2020,September,9
2020-12-01,2021-01-01,3.416235267650336e-05,8.552057261113077e-05,6.465722756683986e-05,1.680570529125197e-05,65536,60146,NUTS_NL_01m_2024.shp,NL13,2020,December,12
2021-01-01,2021-02-01,-4.3530704715522006e-05,5.873468762729317e-05,6.302678042142245e-06,1.9848529143168003e-05,65536,25451,NUTS_NL_01m_2024.shp,NL13,2021,January,1
2021-02-01,2021-03-01,5.129640157974791e-06,6.340882828226313e-05,3.406151893992755e-05,1.2773789062670165e-05,65536,37175,NUTS_NL_01m_2024.shp,NL13,2021,February,2
2021-03-01,2021-04-01,0.00012374816287774593,0.00022701502894051373,0.00016398228771094455,2.450290425746298e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2021,March,3
2021-04-01,2021-05-01,2.063978354271967e-05,4.971439921064302e-05,3.1448618780375715e-05,1.0386111090718574e-05,65536,64103,NUTS_NL_01m_2024.shp,NL13,2021,April,4
2021-05-01,2021-06-01,1.1626583727775142e-05,7.970087608555332e-05,4.55845226210743e-05,1.1521516716197394e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2021,May,5
2021-07-01,2021-08-01,3.346487210365012e-05,3.346487210365012e-05,3.346487210365012e-05,0.0,65536,65461,NUTS_NL_01m_2024.shp,NL13,2021,July,7
2021-08-01,2021-09-01,7.819423444743734e-06,4.723944584839046e-05,2.7086350638312467e-05,8.415651082404373e-06,65536,52147,NUTS_NL_01m_2024.shp,NL13,2021,August,8
2021-09-01,2021-10-01,5.065423101768829e-05,0.00010685159213608131,7.066147389090149e-05,1.567651993752249e-05,65536,59743,NUTS_NL_01m_2024.shp,NL13,2021,September,9
2021-11-01,2021-12-01,2.6951397558150347e-06,2.6951397558150347e-06,2.6951397558150347e-06,0.0,65536,65220,NUTS_NL_01m_2024.shp,NL13,2021,November,11
2022-01-01,2022-02-01,1.0061300599772949e-05,4.13230482081417e-05,2.8339307426403725e-05,9.279758790111156e-06,65536,62311,NUTS_NL_01m_2024.shp,NL13,2022,January,1
2022-02-01,2022-03-01,5.1537961553549394e-05,0.0001387902011629194,9.292719088143041e-05,1.7482545407114342e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2022,February,2
2022-06-01,2022-07-01,1.0668321920093149e-05,7.917121547507122e-05,3.7622483544760554e-05,1.19810927443895e-05,65536,38280,NUTS_NL_01m_2024.shp,NL13,2022,June,6
2022-08-01,2022-09-01,1.661731948843226e-05,5.8109981182496995e-05,3.733190400092999e-05,8.131326989952705e-06,65536,24207,NUTS_NL_01m_2024.shp,NL13,2022,August,8
2022-09-01,2022-10-01,6.505126657430083e-05,0.00018270121654495597,0.00011307166580194929,2.6481648790701972e-05,65536,37850,NUTS_NL_01m_2024.shp,NL13,2022,September,9
2022-10-01,2022-11-01,3.0481738576781936e-05,0.0001023582080961205,6.0380566355651424e-05,3.1645422189344295e-05,65536,64003,NUTS_NL_01m_2024.shp,NL13,2022,October,10
2023-02-01,2023-03-01,2.7394793505663984e-05,7.708825432928279e-05,5.7411875633422585e-05,1.0238430931840402e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2023,February,2
2023-04-01,2023-05-01,7.310210094146896e-06,6.285067502176389e-05,3.3664696511142275e-05,1.0582956610294733e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2023,April,4
2023-05-01,2023-06-01,4.955836175213335e-06,4.3944030039710924e-05,2.717511323019064e-05,7.850095758558451e-06,65536,24207,NUTS_NL_01m_2024.shp,NL13,2023,May,5
2023-08-01,2023-09-01,6.598281174774456e-07,5.732601130148396e-05,2.192424496982371e-05,1.1534276910021389e-05,65536,49951,NUTS_NL_01m_2024.shp,NL13,2023,August,8
2023-09-01,2023-10-01,1.8265709513798356e-05,0.00010956102778436616,4.922643907409051e-05,1.5454033310571828e-05,65536,56406,NUTS_NL_01m_2024.shp,NL13,2023,September,9
2023-10-01,2023-11-01,1.2144525953772245e-06,6.349009345285594e-05,3.3423878394183564e-05,1.2615721908423923e-05,65536,55677,NUTS_NL_01m_2024.shp,NL13,2023,October,10
2023-12-01,2024-01-01,-1.8588703824207187e-05,3.8998554373392835e-05,5.336602407377917e-06,1.3730428397421279e-05,65536,54911,NUTS_NL_01m_2024.shp,NL13,2023,December,12
2024-03-01,2024-04-01,8.308707037940621e-06,6.540965114254504e-05,2.61195679453567e-05,1.0579586248817193e-05,65536,36775,NUTS_NL_01m_2024.shp,NL13,2024,March,3
2024-04-01,2024-05-01,2.676357325981371e-05,8.163382153725252e-05,5.5127309197661346e-05,1.0443452280473452e-05,65536,24207,NUTS_NL_01m_2024.shp,NL13,2024,April,4
2024-07-01,2024-08-01,5.463434717967175e-06,5.3668307373300195e-05,2.5050025254920296e-05,8.84706106879868e-06,65536,24207,NUTS_NL_01m_2024.shp,NL13,2024,July,7
2024-08-01,2024-09-01,1.0785045560623985e-05,5.3988962463336065e-05,2.897735473506725e-05,7.211576027391741e-06,65536,24207,NUTS_NL_01m_2024.shp,NL13,2024,August,8
2024-09-01,2024-10-01,9.131011211138684e-06,8.470469038002193e-05,4.1889372368936736e-05,1.4929631443233192e-05,65536,30906,NUTS_NL_01m_2024.shp,NL13,2024,September,9
2024-11-01,2024-12-01,7.204696157714352e-05,0.00016846877406351268,0.00010983894989461845,2.1236236648701575e-05,65536,55415,NUTS_NL_01m_2024.shp,NL13,2024,November,11
2018-05-01,2018-06-01,4.5818280341336504e-05,6.622829823754728e-05,5.29084135552702e-05,6.156217001882946e-06,65536,63554,NUTS_NL_01m_2024.shp,NL131,2018,May,5
2018-06-01,2018-07-01,1.3036054042459e-05,5.747947216150351e-05,3.110666073844517e-05,9.694446051884567e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2018,June,6
2018-07-01,2018-08-01,5.278713797451928e-05,0.00011085477308370173,8.357026314002933e-05,1.2883714149251733e-05,65536,43549,NUTS_NL_01m_2024.shp,NL131,2018,July,7
2018-08-01,2018-09-01,1.723919740470592e-05,2.888575181714259e-05,2.138264007609794e-05,5.372768225090648e-06,65536,60617,NUTS_NL_01m_2024.shp,NL131,2018,August,8
2018-10-01,2018-11-01,5.3589450544677675e-05,0.00012558189337141812,8.318966557524846e-05,1.5550095589606707e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2018,October,10
2018-11-01,2018-12-01,0.00010848265810636804,0.00013571797171607614,0.00012276947858583733,1.1539233536609263e-05,65536,61198,NUTS_NL_01m_2024.shp,NL131,2018,November,11
2019-03-01,2019-04-01,1.5195566447800957e-05,4.637030360754579e-05,3.198000897410239e-05,9.302912115235151e-06,65536,46584,NUTS_NL_01m_2024.shp,NL131,2019,March,3
2019-04-01,2019-05-01,1.8474840544513427e-05,4.7299683501478285e-05,2.919369828674885e-05,9.134849573600944e-06,65536,54711,NUTS_NL_01m_2024.shp,NL131,2019,April,4
2019-06-01,2019-07-01,2.576201586634852e-05,5.974046143819578e-05,3.7213197192461196e-05,8.289764961977352e-06,65536,34678,NUTS_NL_01m_2024.shp,NL131,2019,June,6
2019-07-01,2019-08-01,3.073202969972044e-05,3.073202969972044e-05,3.073202969972044e-05,0.0,65536,64661,NUTS_NL_01m_2024.shp,NL131,2019,July,7
2019-08-01,2019-09-01,4.143502519582398e-05,0.00010632514749886468,7.209669260232538e-05,1.6242308554753835e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2019,August,8
2019-09-01,2019-10-01,2.4942833988461643e-05,5.598587085842155e-05,4.356865611043758e-05,1.5207920079561366e-05,65536,65471,NUTS_NL_01m_2024.shp,NL131,2019,September,9
2019-10-01,2019-11-01,5.1784911192953587e-05,0.00010400405881227925,7.295549421797153e-05,1.0938197223064707e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2019,October,10
2019-11-01,2019-12-01,-1.9252108529599354e-07,7.748127973172814e-05,4.182831614643281e-05,1.6546689364492154e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2019,November,11
2019-12-01,2020-01-01,1.5841646018088795e-05,8.77048441907391e-05,5.056182040331825e-05,1.5126007115159352e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2019,December,12
2020-02-01,2020-03-01,-8.510134648531675e-06,7.304735481739044e-05,3.786100100446514e-05,1.7279901657909304e-05,65536,51996,NUTS_NL_01m_2024.shp,NL131,2020,February,2
2020-03-01,2020-04-01,2.4888564439606853e-05,9.692618914414197e-05,6.32440700708583e-05,1.2841162197170589e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2020,March,3
2020-04-01,2020-05-01,1.8177259335061535e-05,8.029469609027728e-05,3.7766128940348094e-05,1.1031755573485729e-05,65536,50387,NUTS_NL_01m_2024.shp,NL131,2020,April,4
2020-05-01,2020-06-01,1.6798880096757784e-05,5.425619019661099e-05,3.396813391575405e-05,1.2117324019364873e-05,65536,50505,NUTS_NL_01m_2024.shp,NL131,2020,May,5
2020-07-01,2020-08-01,8.17969430499943e-06,5.7299970649182796e-05,3.128255097264258e-05,9.502568430148398e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2020,July,7
2020-08-01,2020-09-01,-4.535877451417036e-06,4.9167028919328004e-05,2.544584664899296e-05,1.397979817343476e-05,65536,54257,NUTS_NL_01m_2024.shp,NL131,2020,August,8
2020-09-01,2020-10-01,7.616157381562516e-05,0.00015234679449349642,0.0001123470418186729,2.359267755970534e-05,65536,59397,NUTS_NL_01m_2024.shp,NL131,2020,September,9
2020-12-01,2021-01-01,3.416235267650336e-05,8.552057261113077e-05,6.1938580903353e-05,1.6621386531602043e-05,65536,56664,NUTS_NL_01m_2024.shp,NL131,2020,December,12
2021-01-01,2021-02-01,-4.3530704715522006e-05,4.626778172678314e-05,6.61837083762491e-06,1.883035825800407e-05,65536,33720,NUTS_NL_01m_2024.shp,NL131,2021,January,1
2021-02-01,2021-03-01,5.129640157974791e-06,5.65000664209947e-05,2.8827374981712402e-05,1.295192280656345e-05,65536,50346,NUTS_NL_01m_2024.shp,NL131,2021,February,2
2021-03-01,2021-04-01,0.00012374816287774593,0.00022701502894051373,0.00017760363663916825,2.3613196440643387e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2021,March,3
2021-05-01,2021-06-01,2.4197464881581254e-05,7.658555841771886e-05,4.390573446558534e-05,9.04616215812753e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2021,May,5
2021-08-01,2021-09-01,1.617254747543484e-05,4.12893969041761e-05,1.8673696425716624e-05,4.9938552937242675e-06,65536,65027,NUTS_NL_01m_2024.shp,NL131,2021,August,8
2021-09-01,2021-10-01,5.9119018260389566e-05,0.00010685159213608131,7.608397486400508e-05,1.502845112576444e-05,65536,59900,NUTS_NL_01m_2024.shp,NL131,2021,September,9
2022-01-01,2022-02-01,2.177190617658198e-05,4.13230482081417e-05,3.15876292508728e-05,5.721613737104873e-06,65536,62044,NUTS_NL_01m_2024.shp,NL131,2022,January,1
2022-02-01,2022-03-01,5.789635906694457e-05,0.0001365461212117225,9.730310021707124e-05,1.5041949246521628e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2022,February,2
2022-06-01,2022-07-01,2.0667494027293287e-05,7.917121547507122e-05,3.850109331997492e-05,1.0767060056564606e-05,65536,45169,NUTS_NL_01m_2024.shp,NL131,2022,June,6
2022-08-01,2022-09-01,1.752311254676897e-05,4.801289105671458e-05,3.502965514764839e-05,6.103450360420737e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2022,August,8
2022-09-01,2022-10-01,6.505126657430083e-05,0.0001432255085092038,9.130802560266185e-05,1.856636514477891e-05,65536,49747,NUTS_NL_01m_2024.shp,NL131,2022,September,9
2022-10-01,2022-11-01,3.0481738576781936e-05,0.0001023582080961205,5.534931795841028e-05,3.0011057224489383e-05,65536,63065,NUTS_NL_01m_2024.shp,NL131,2022,October,10
2023-02-01,2023-03-01,2.7394793505663984e-05,7.183542766142637e-05,5.4869174800870955e-05,9.254432494368105e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2023,February,2
2023-04-01,2023-05-01,7.310210094146896e-06,6.18774356553331e-05,3.211190413713943e-05,1.0842321837223784e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2023,April,4
2023-05-01,2023-06-01,4.955836175213335e-06,4.0165094105759636e-05,2.4148117923342894e-05,7.035763178553286e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2023,May,5
2023-08-01,2023-09-01,8.941908163251355e-06,3.3765823900466785e-05,2.261449035206067e-05,8.339092917879638e-06,65536,61610,NUTS_NL_01m_2024.shp,NL131,2023,August,8
2023-09-01,2023-10-01,1.8265709513798356e-05,7.877306052250788e-05,4.360110897510181e-05,1.4929630966482146e-05,65536,56233,NUTS_NL_01m_2024.shp,NL131,2023,September,9
2023-10-01,2023-11-01,1.2798735951946583e-05,3.892059612553567e-05,2.7462817094687906e-05,9.309749375128518e-06,65536,62469,NUTS_NL_01m_2024.shp,NL131,2023,October,10
2023-12-01,2024-01-01,-1.8588703824207187e-05,3.3201253245351836e-05,3.5082725109695414e-06,1.2458379323031239e-05,65536,47865,NUTS_NL_01m_2024.shp,NL131,2023,December,12
2024-03-01,2024-04-01,8.308707037940621e-06,6.540965114254504e-05,2.61510761179233e-05,1.542549848841976e-05,65536,56590,NUTS_NL_01m_2024.shp,NL131,2024,March,3
2024-04-01,2024-05-01,2.676357325981371e-05,7.55716027924791e-05,5.3841425002356484e-05,1.1795213063925465e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2024,April,4
2024-07-01,2024-08-01,8.33675130706979e-06,4.069451097166166e-05,2.3930187368648425e-05,8.101741345935446e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2024,July,7
2024-08-01,2024-09-01,1.0785045560623985e-05,4.4114891352364793e-05,2.887543832087596e-05,6.836531664181201e-06,65536,33446,NUTS_NL_01m_2024.shp,NL131,2024,August,8
2024-09-01,2024-10-01,9.131011211138684e-06,8.470469038002193e-05,4.306552270682352e-05,1.5717699864996616e-05,65536,33539,NUTS_NL_01m_2024.shp,NL131,2024,September,9
2024-11-01,2024-12-01,0.00010336339619243518,0.0001049220300046727,0.00010421214028465615,7.367212488283251e-07,65536,63031,NUTS_NL_01m_2024.shp,NL131,2024,November,11
2018-05-01,2018-06-01,5.055638393969275e-05,5.971985592623241e-05,5.4767585763612975e-05,2.74217965307193e-06,65536,59584,NUTS_NL_01m_2024.shp,NL132,2018,May,5
2018-06-01,2018-07-01,6.749482508894289e-06,5.661833711201325e-05,3.36622438306247e-05,1.031293014620283e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2018,June,6
2018-07-01,2018-08-01,7.267170440172777e-05,0.00012027660704916343,9.567884356863308e-05,1.602619896322294e-05,65536,50260,NUTS_NL_01m_2024.shp,NL132,2018,July,7
2018-09-01,2018-10-01,5.537622200790793e-05,9.693735046312213e-05,6.66805529373885e-05,6.10165212321128e-06,65536,54294,NUTS_NL_01m_2024.shp,NL132,2018,September,9
2018-10-01,2018-11-01,5.3682793804910034e-05,0.00013840269821230322,8.538477041383084e-05,1.588206227379055e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2018,October,10
2018-11-01,2018-12-01,8.147367043420672e-05,0.00013612984912469983,0.00010424848938202172,1.514496533536692e-05,65536,30964,NUTS_NL_01m_2024.shp,NL132,2018,November,11
2019-03-01,2019-04-01,1.8774491763906553e-05,4.979986260877922e-05,3.322135699273881e-05,7.383801772657299e-06,65536,31577,NUTS_NL_01m_2024.shp,NL132,2019,March,3
2019-04-01,2019-05-01,1.758016696840059e-05,6.080510138417594e-05,4.06720992385242e-05,8.797919626133703e-06,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,April,4
2019-06-01,2019-07-01,2.223993760708254e-05,5.974046143819578e-05,3.566386261509987e-05,9.472499402804826e-06,65536,29664,NUTS_NL_01m_2024.shp,NL132,2019,June,6
2019-08-01,2019-09-01,3.301187825854868e-05,9.926060738507658e-05,6.002951799096074e-05,1.3369332585175063e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,August,8
2019-09-01,2019-10-01,8.713493116374593e-06,3.1010975362733006e-05,2.3235968309987735e-05,5.532357327658956e-06,65536,55046,NUTS_NL_01m_2024.shp,NL132,2019,September,9
2019-10-01,2019-11-01,5.607955972664058e-05,0.00010058742918772623,7.178087116606861e-05,9.234035449452752e-06,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,October,10
2019-11-01,2019-12-01,5.587926807493204e-06,9.60345787461847e-05,4.710236664511904e-05,2.032316697869874e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,November,11
2019-12-01,2020-01-01,1.0325046787329484e-05,8.315309241879731e-05,4.837188843731936e-05,1.457035709124011e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,December,12
2020-01-01,2020-02-01,9.18258010642603e-05,9.18258010642603e-05,9.18258010642603e-05,0.0,65536,65508,NUTS_NL_01m_2024.shp,NL132,2020,January,1
2020-02-01,2020-03-01,1.4112530152488034e-05,8.3947139501106e-05,5.088501828281378e-05,1.6063325657622497e-05,65536,25724,NUTS_NL_01m_2024.shp,NL132,2020,February,2
2020-03-01,2020-04-01,2.4888564439606853e-05,0.00010079247294925153,6.745379221094525e-05,1.4416018555247329e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2020,March,3
2020-04-01,2020-05-01,2.361727638344746e-05,6.0782491345889866e-05,3.977377761727253e-05,1.1130353315322642e-05,65536,51784,NUTS_NL_01m_2024.shp,NL132,2020,April,4
2020-05-01,2020-06-01,2.9569257094408385e-05,5.425619019661099e-05,3.2769415089138304e-05,8.292229805133422e-06,65536,64348,NUTS_NL_01m_2024.shp,NL132,2020,May,5
2020-07-01,2020-08-01,1.710820106382016e-05,6.482199387392029e-05,3.867756743160355e-05,1.1544698792709969e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2020,July,7
2020-08-01,2020-09-01,1.5280495063052513e-05,4.570859164232388e-05,2.691012927696903e-05,1.2567722093993227e-05,65536,59756,NUTS_NL_01m_2024.shp,NL132,2020,August,8
2020-09-01,2020-10-01,8.287972013931721e-05,0.00018919064314104617,0.0001315080863388676,2.276985038239621e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2020,September,9
2020-12-01,2021-01-01,6.805251177866012e-05,7.601310790050775e-05,7.20094649829216e-05,3.980229600344849e-06,65536,64854,NUTS_NL_01m_2024.shp,NL132,2020,December,12
