interval_from,interval_to,hcho_B0_min,hcho_B0_max,hcho_B0_mean,hcho_B0_stDev,hcho_B0_sampleCount,hcho_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2020-07-01,2020-08-01,-0.00026536639779806137,0.0007842776249162853,0.00011946674814497205,0.00012623883022428307,65536,50739,NUTS_SL_01m_2024.shp,SI0,2020,July,7
2020-09-01,2020-10-01,-0.00045253560529090464,0.0006795692024752498,9.555881513702888e-05,0.00018505452327690242,65536,37362,NUTS_SL_01m_2024.shp,SI0,2020,September,9
2020-10-01,2020-11-01,-0.0004555745399557054,0.0007594921626150608,7.614207348463502e-05,0.00019119779564953957,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,October,10
2020-11-01,2020-12-01,-0.0002665261854417622,0.000464046053821221,6.721362931039069e-05,0.0001340187168008277,65536,58273,NUTS_SL_01m_2024.shp,SI0,2020,November,11
2021-02-01,2021-03-01,-0.0003329675819259137,0.000444215489551425,-6.054607217079957e-06,0.0001517222665491508,65536,43910,NUTS_SL_01m_2024.shp,SI0,2021,February,2
2021-03-01,2021-04-01,-0.00031709164613857865,0.0006459638825617731,0.00012990875888734752,0.0001537889756751399,65536,33749,NUTS_SL_01m_2024.shp,SI0,2021,March,3
2021-04-01,2021-05-01,-0.00032326907967217267,0.0003912999527528882,1.912431077841409e-05,0.00011298368886314782,65536,57394,NUTS_SL_01m_2024.shp,SI0,2021,April,4
2021-05-01,2021-06-01,-0.0002675122523214668,0.00030099463765509427,2.2944730393167723e-05,7.938870596255818e-05,65536,56546,NUTS_SL_01m_2024.shp,SI0,2021,May,5
2021-06-01,2021-07-01,-0.0003676421765703708,0.0006195532041601837,0.00010053409418669516,0.00014134676207378283,65536,35129,NUTS_SL_01m_2024.shp,SI0,2021,June,6
2021-07-01,2021-08-01,-0.0003601056814659387,0.0008202622411772609,0.0001711664838523221,0.00015651506396694237,65536,40072,NUTS_SL_01m_2024.shp,SI0,2021,July,7
2021-08-01,2021-09-01,-0.00030623990460298955,0.0004901354550383985,7.127168927162028e-05,0.00013315559886224005,65536,43231,NUTS_SL_01m_2024.shp,SI0,2021,August,8
2021-09-01,2021-10-01,-0.0002770625869743526,0.0002829208970069885,4.339409677378215e-05,8.846947573617549e-05,65536,56199,NUTS_SL_01m_2024.shp,SI0,2021,September,9
2021-10-01,2021-11-01,-0.00032593042124062777,0.0006030782824382186,6.119352477931678e-05,0.00020527093987328124,65536,63914,NUTS_SL_01m_2024.shp,SI0,2021,October,10
2021-11-01,2021-12-01,-0.0005982427392154932,0.000706176389940083,3.338841024110302e-05,0.00026592935470489646,65536,60167,NUTS_SL_01m_2024.shp,SI0,2021,November,11
2021-12-01,2022-01-01,-0.0005207241629250348,0.0007408665842376649,1.798198197092402e-05,0.00017213803959440155,65536,40167,NUTS_SL_01m_2024.shp,SI0,2021,December,12
2022-01-01,2022-02-01,-0.00028585747350007296,0.0003036122943740338,5.2638411112117974e-05,0.00024091045647213716,65536,65337,NUTS_SL_01m_2024.shp,SI0,2022,January,1
2022-02-01,2022-03-01,-0.0003367094905115664,0.000513928011059761,3.824124956546059e-05,0.0001373102038469187,65536,49001,NUTS_SL_01m_2024.shp,SI0,2022,February,2
2022-04-01,2022-05-01,-0.0003079109010286629,0.00044561695540323853,6.684641410450115e-05,0.00013188414820249997,65536,33267,NUTS_SL_01m_2024.shp,SI0,2022,April,4
2022-05-01,2022-06-01,-0.0003123439382761717,0.0005561931757256389,6.807712033732133e-05,0.00011648326240950689,65536,46093,NUTS_SL_01m_2024.shp,SI0,2022,May,5
2022-06-01,2022-07-01,-0.00014401579392142594,0.0003961478651035577,8.489020776341442e-05,8.429963496629695e-05,65536,44177,NUTS_SL_01m_2024.shp,SI0,2022,June,6
2022-07-01,2022-08-01,-0.00017986854072660208,0.00033688757685013115,5.2561924877955885e-05,9.578371459404712e-05,65536,54231,NUTS_SL_01m_2024.shp,SI0,2022,July,7
2022-08-01,2022-09-01,-0.00018611007544677705,0.0006235650507733226,0.00015331585723609985,0.0001459530836848677,65536,60235,NUTS_SL_01m_2024.shp,SI0,2022,August,8
2022-09-01,2022-10-01,-0.0002374681062065065,0.0004125599516555667,6.509710980368434e-05,0.00013291993516453422,65536,59525,NUTS_SL_01m_2024.shp,SI0,2022,September,9
2022-10-01,2022-11-01,-0.0004462014767341316,0.0005944620352238417,4.070369706232239e-05,0.00016649265383750114,65536,35135,NUTS_SL_01m_2024.shp,SI0,2022,October,10
2022-12-01,2023-01-01,-0.000564084853976965,0.0006251985323615372,3.8896508437465397e-05,0.00019576451655137065,65536,42151,NUTS_SL_01m_2024.shp,SI0,2022,December,12
2023-01-01,2023-02-01,-0.0003797114477492869,0.00045253781718201935,2.3352500344524953e-05,0.00014784423874739905,65536,55689,NUTS_SL_01m_2024.shp,SI0,2023,January,1
2023-02-01,2023-03-01,-0.0002954931405838579,0.0003723176778294146,5.294843494122406e-05,0.00013543209425623194,65536,62009,NUTS_SL_01m_2024.shp,SI0,2023,February,2
2023-03-01,2023-04-01,-0.00025654907221905887,0.00023501126270275563,-3.912704748463778e-05,0.00015385590353715094,65536,65227,NUTS_SL_01m_2024.shp,SI0,2023,March,3
2023-04-01,2023-05-01,-0.00017281682812608778,0.00019801026792265475,2.1160819721617106e-05,6.2847260531581e-05,65536,58286,NUTS_SL_01m_2024.shp,SI0,2023,April,4
2023-05-01,2023-06-01,-4.3462758185341954e-05,0.00017416093032807112,4.6005564744216246e-05,4.4611431833380615e-05,65536,63525,NUTS_SL_01m_2024.shp,SI0,2023,May,5
2023-06-01,2023-07-01,-0.00024094764376059175,0.0005243039922788739,0.00014382801145304173,0.00013072596639432206,65536,33760,NUTS_SL_01m_2024.shp,SI0,2023,June,6
2023-07-01,2023-08-01,-0.0004123173130210489,0.0005974090308882296,6.171135869585613e-05,0.00012567700223350872,65536,46943,NUTS_SL_01m_2024.shp,SI0,2023,July,7
2023-08-01,2023-09-01,-0.00024399480025749654,0.0004544468247331679,5.1246339688385415e-05,0.0001164327962852951,65536,48205,NUTS_SL_01m_2024.shp,SI0,2023,August,8
2023-09-01,2023-10-01,-0.0003371672355569899,0.0005396261694841087,0.00013810366795324747,0.00015158665509549794,65536,53329,NUTS_SL_01m_2024.shp,SI0,2023,September,9
2023-10-01,2023-11-01,-0.00038542388938367367,0.0007062139920890331,4.9891235620808076e-05,0.00017968845818348405,65536,55703,NUTS_SL_01m_2024.shp,SI0,2023,October,10
2023-12-01,2024-01-01,-0.00027089816285297275,0.0005230653332546353,0.00010359955105084708,0.00025109975023587897,65536,64284,NUTS_SL_01m_2024.shp,SI0,2023,December,12
2024-01-01,2024-02-01,-0.0005944140139035881,0.0006162170902825892,2.5614877751070177e-05,0.00021355320220510285,65536,53981,NUTS_SL_01m_2024.shp,SI0,2024,January,1
2024-02-01,2024-03-01,-0.0003680406662169844,0.0003433933015912771,5.244906596994875e-05,0.00013768337877908586,65536,63572,NUTS_SL_01m_2024.shp,SI0,2024,February,2
2024-03-01,2024-04-01,-0.0002982146106660366,0.00028199885855428874,-3.183980552398122e-06,0.00011087665749268473,65536,63975,NUTS_SL_01m_2024.shp,SI0,2024,March,3
2024-04-01,2024-05-01,-0.0004504317475948483,0.0005688544479198754,8.12848668525223e-05,0.00014390105840037722,65536,32151,NUTS_SL_01m_2024.shp,SI0,2024,April,4
2024-05-01,2024-06-01,-0.0002658585144672543,0.0006942590698599815,7.340412396669577e-05,0.00011991292549204463,65536,59127,NUTS_SL_01m_2024.shp,SI0,2024,May,5
2024-06-01,2024-07-01,-0.00023293525737244636,0.00045670708641409874,0.00011713830126292246,0.00011304388453524484,65536,44025,NUTS_SL_01m_2024.shp,SI0,2024,June,6
2024-07-01,2024-08-01,-0.0003031336236745119,0.0005693003186024725,0.0001236038698946265,0.00013213404394062068,65536,31731,NUTS_SL_01m_2024.shp,SI0,2024,July,7
2024-08-01,2024-09-01,-0.0003209393471479416,0.0006752462941221893,0.00016124901676997002,0.00014979074866612268,65536,33797,NUTS_SL_01m_2024.shp,SI0,2024,August,8
2024-09-01,2024-10-01,-0.000791431637480855,0.0007158081862144172,5.458848205111845e-05,0.00019002138358164194,65536,32430,NUTS_SL_01m_2024.shp,SI0,2024,September,9
2024-10-01,2024-11-01,-0.0005540477577596903,0.0007031976711004972,8.351463236843567e-05,0.00018944723966801065,65536,35985,NUTS_SL_01m_2024.shp,SI0,2024,October,10
2024-11-01,2024-12-01,-0.0004545924311969429,0.0010147414868697524,0.00011173268808749671,0.00023665930766104482,65536,39496,NUTS_SL_01m_2024.shp,SI0,2024,November,11
2024-12-01,2025-01-01,-0.0004746151971630752,0.0008133951341733336,0.00011980139332972213,0.00022655630338511685,65536,52135,NUTS_SL_01m_2024.shp,SI0,2024,December,12
2018-04-01,2018-05-01,9.745383431436494e-05,0.0011386455735191703,0.0004762964296653308,0.00020217812768209064,65536,47361,NUTS_SL_01m_2024.shp,SI03,2018,April,4
2018-05-01,2018-06-01,-0.00017997188842855394,0.0008560881833545864,0.00012818400258080416,0.00011234365431776081,65536,47952,NUTS_SL_01m_2024.shp,SI03,2018,May,5
2018-06-01,2018-07-01,-0.00025429893867112696,0.0004002113710157573,0.00010567592798933602,0.00010371299087189378,65536,52333,NUTS_SL_01m_2024.shp,SI03,2018,June,6
2018-07-01,2018-08-01,-0.00011874909250764176,0.0003843159938696772,0.00011873293590029119,7.808563389790396e-05,65536,39501,NUTS_SL_01m_2024.shp,SI03,2018,July,7
2018-08-01,2018-09-01,1.1473720405774657e-05,0.00028297604876570404,0.00014767533508033712,0.00011757678004839374,65536,65200,NUTS_SL_01m_2024.shp,SI03,2018,August,8
2018-09-01,2018-10-01,-0.00047263153828680515,0.0006814042571932077,9.339156601417969e-05,0.00015198308772044718,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,September,9
2018-10-01,2018-11-01,-0.0003320404211990535,0.0005071419873274863,2.958999265352026e-05,0.0001292860138297541,65536,41914,NUTS_SL_01m_2024.shp,SI03,2018,October,10
2018-12-01,2019-01-01,-0.0003777001693379134,0.0004462309298105538,4.6173604142748876e-05,0.00014908445596553894,65536,46647,NUTS_SL_01m_2024.shp,SI03,2018,December,12
2019-01-01,2019-02-01,2.4716804546187632e-05,2.4716804546187632e-05,2.4716804546187632e-05,0.0,65536,65529,NUTS_SL_01m_2024.shp,SI03,2019,January,1
2019-02-01,2019-03-01,-0.00023122201673686504,0.0005059349932707846,7.852188435700018e-05,0.00012041862684455518,65536,39283,NUTS_SL_01m_2024.shp,SI03,2019,February,2
2019-03-01,2019-04-01,-0.00034798961132764816,0.0005444272537715733,8.203766218617733e-05,0.00014898719267060007,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,March,3
2019-05-01,2019-06-01,-0.00013864960055798292,0.00015055645781103522,2.1727882318290638e-05,6.91593856949272e-05,65536,63886,NUTS_SL_01m_2024.shp,SI03,2019,May,5
2019-06-01,2019-07-01,-0.000357461569365114,0.00047648063628003,0.00012447925038368662,0.00013723875570245843,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,June,6
2019-07-01,2019-08-01,-0.0001983911934075877,0.0012040024157613516,0.00013960392844803956,0.00014216707451193849,65536,53142,NUTS_SL_01m_2024.shp,SI03,2019,July,7
2019-08-01,2019-09-01,-0.00018338728114031255,0.0005183472530916333,0.00014449774974044678,0.00011688736154591531,65536,41252,NUTS_SL_01m_2024.shp,SI03,2019,August,8
2019-09-01,2019-10-01,-0.0003356069209985435,0.0004255786188878119,0.00011370998355389453,0.0001470065959882198,65536,46883,NUTS_SL_01m_2024.shp,SI03,2019,September,9
2019-10-01,2019-11-01,-9.507143113296479e-05,0.00010579653462627903,-4.738321703547591e-06,5.201523177415702e-05,65536,65139,NUTS_SL_01m_2024.shp,SI03,2019,October,10
2019-11-01,2019-12-01,-0.00043809431372210383,0.0005800406215712428,6.722722548968835e-05,0.00018648102297186872,65536,48638,NUTS_SL_01m_2024.shp,SI03,2019,November,11
2019-12-01,2020-01-01,-0.0003321630647405982,0.0004482682852540165,5.6724612337840116e-05,0.00013554324947234302,65536,40788,NUTS_SL_01m_2024.shp,SI03,2019,December,12
2020-01-01,2020-02-01,-0.00023137482639867812,0.00039244384970515966,6.856005680246995e-05,0.00014259168289811324,65536,58308,NUTS_SL_01m_2024.shp,SI03,2020,January,1
2020-02-01,2020-03-01,-0.00033925138995982707,0.00040278234519064426,3.280652646151492e-05,0.00013823728196738026,65536,60139,NUTS_SL_01m_2024.shp,SI03,2020,February,2
2020-03-01,2020-04-01,-0.0002111133944708854,0.00023952873016241938,3.3398820944604688e-06,7.962163085428475e-05,65536,50707,NUTS_SL_01m_2024.shp,SI03,2020,March,3
2020-04-01,2020-05-01,-0.0001876625610748306,0.00020787713583558798,1.6328862153028619e-06,0.00010146119482428778,65536,62254,NUTS_SL_01m_2024.shp,SI03,2020,April,4
2020-05-01,2020-06-01,-0.00010592058242764324,0.0001688503398327157,4.327307780142813e-05,6.664229986177722e-05,65536,64388,NUTS_SL_01m_2024.shp,SI03,2020,May,5
2020-06-01,2020-07-01,-0.0003113990242127329,0.00045825535198673606,0.00010241059472351274,0.00011467526315124278,65536,48545,NUTS_SL_01m_2024.shp,SI03,2020,June,6
2020-07-01,2020-08-01,-0.00016055373998824507,0.0007842776249162853,0.00011915435098126771,0.00011962683955487775,65536,53138,NUTS_SL_01m_2024.shp,SI03,2020,July,7
2020-09-01,2020-10-01,-0.00045253560529090464,0.0006795692024752498,9.716118256282402e-05,0.0001830874463183305,65536,45782,NUTS_SL_01m_2024.shp,SI03,2020,September,9
2020-10-01,2020-11-01,-0.0004460486234165728,0.0007594921626150608,7.241149492589169e-05,0.00019026230629067247,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,October,10
2020-11-01,2020-12-01,-0.00021784016280435026,0.00022495834855362773,5.2968988953890105e-05,0.00010583611877421795,65536,63440,NUTS_SL_01m_2024.shp,SI03,2020,November,11
2020-12-01,2021-01-01,-0.000376703217625618,0.0005258353194221854,8.325015766664832e-05,0.00018727464627731587,65536,60465,NUTS_SL_01m_2024.shp,SI03,2020,December,12
2021-02-01,2021-03-01,-0.00030988422804512084,0.000444215489551425,-1.3857624948805763e-05,0.0001504290301272002,65536,50669,NUTS_SL_01m_2024.shp,SI03,2021,February,2
2021-03-01,2021-04-01,-0.00031709164613857865,0.0006459638825617731,0.00012835369744868403,0.0001521409682946489,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,March,3
2021-04-01,2021-05-01,-0.00019226739823352545,0.0003912999527528882,2.3056451741159332e-05,9.870385780882828e-05,65536,57831,NUTS_SL_01m_2024.shp,SI03,2021,April,4
2021-05-01,2021-06-01,-0.00012534963025245816,0.000156443624291569,-1.5554115246972242e-06,6.177922257051056e-05,65536,61763,NUTS_SL_01m_2024.shp,SI03,2021,May,5
2021-06-01,2021-07-01,-0.0003057200519833714,0.0006195532041601837,0.00010639065057524753,0.00014458825326421474,65536,42597,NUTS_SL_01m_2024.shp,SI03,2021,June,6
2021-07-01,2021-08-01,-0.00027143105398863554,0.0008202622411772609,0.0001833191368527764,0.0001577485314166414,65536,45672,NUTS_SL_01m_2024.shp,SI03,2021,July,7
2021-08-01,2021-09-01,-0.00030623990460298955,0.0004519945941865444,7.022332786982181e-05,0.00013188524251188377,65536,44949,NUTS_SL_01m_2024.shp,SI03,2021,August,8
2021-09-01,2021-10-01,-0.00012040902220178396,0.0002827748248819262,3.536989603371478e-05,8.304401709930916e-05,65536,62509,NUTS_SL_01m_2024.shp,SI03,2021,September,9
2021-11-01,2021-12-01,-0.00047161339898593724,0.000706176389940083,3.883814972277278e-05,0.00027404616232075846,65536,61493,NUTS_SL_01m_2024.shp,SI03,2021,November,11
2021-12-01,2022-01-01,-0.0005207241629250348,0.0007408665842376649,2.0845303471369824e-05,0.00018054601158841915,65536,43663,NUTS_SL_01m_2024.shp,SI03,2021,December,12
2022-01-01,2022-02-01,-0.00028585747350007296,0.0003036122943740338,6.16727205734576e-05,0.00024093972084078663,65536,65288,NUTS_SL_01m_2024.shp,SI03,2022,January,1
2022-02-01,2022-03-01,-0.0003367094905115664,0.00042214390123263,2.0281794324706082e-05,0.0001272928271637457,65536,55484,NUTS_SL_01m_2024.shp,SI03,2022,February,2
2022-04-01,2022-05-01,-0.0003079109010286629,0.00044561695540323853,6.979666166614876e-05,0.00012881771068266353,65536,39705,NUTS_SL_01m_2024.shp,SI03,2022,April,4
2022-05-01,2022-06-01,-0.0003120861074421555,0.0005561931757256389,6.537626896349586e-05,0.00011263378787599042,65536,49423,NUTS_SL_01m_2024.shp,SI03,2022,May,5
2022-06-01,2022-07-01,-0.00014401579392142594,0.00034601468360051513,9.235804069776195e-05,8.12751976517744e-05,65536,49288,NUTS_SL_01m_2024.shp,SI03,2022,June,6
2022-07-01,2022-08-01,-0.00017986854072660208,0.00030027772299945354,4.5311553564350954e-05,8.821413882393841e-05,65536,52764,NUTS_SL_01m_2024.shp,SI03,2022,July,7
2022-08-01,2022-09-01,-0.00018611007544677705,0.0006235650507733226,0.00016101603484251913,0.00015194778607872112,65536,60236,NUTS_SL_01m_2024.shp,SI03,2022,August,8
2022-09-01,2022-10-01,-0.0002374681062065065,0.0004125599516555667,6.481029576223377e-05,0.0001327797912979032,65536,57982,NUTS_SL_01m_2024.shp,SI03,2022,September,9
2022-10-01,2022-11-01,-0.0004462014767341316,0.0005944620352238417,4.747403799154616e-05,0.000168254913923636,65536,43450,NUTS_SL_01m_2024.shp,SI03,2022,October,10
2022-12-01,2023-01-01,-0.000564084853976965,0.0006251985323615372,3.2397160622708014e-05,0.00019807897289525727,65536,42939,NUTS_SL_01m_2024.shp,SI03,2022,December,12
2023-01-01,2023-02-01,-0.0003797114477492869,0.0003762132255360484,1.677741619984493e-05,0.0001391500992448576,65536,57328,NUTS_SL_01m_2024.shp,SI03,2023,January,1
2023-02-01,2023-03-01,-0.00016594541375525296,0.0002165255427826196,3.99655125945429e-05,9.74290226906809e-05,65536,64999,NUTS_SL_01m_2024.shp,SI03,2023,February,2
2023-03-01,2023-04-01,-0.00025654907221905887,0.00023501126270275563,-4.0101366712124874e-05,0.00015187567268906745,65536,65148,NUTS_SL_01m_2024.shp,SI03,2023,March,3
2023-04-01,2023-05-01,-0.00014557818940375,0.00019801026792265475,1.710483054416628e-05,6.41886276457711e-05,65536,59594,NUTS_SL_01m_2024.shp,SI03,2023,April,4
2023-05-01,2023-06-01,-4.3462758185341954e-05,0.00017416093032807112,4.5158987114394026e-05,4.444267964955845e-05,65536,63050,NUTS_SL_01m_2024.shp,SI03,2023,May,5
2023-06-01,2023-07-01,-0.00024094764376059175,0.0005243039922788739,0.00014260297758537753,0.00013510915041373264,65536,39330,NUTS_SL_01m_2024.shp,SI03,2023,June,6
2023-07-01,2023-08-01,-0.0004123173130210489,0.0005974090308882296,6.018967811631381e-05,0.0001320824422210343,65536,48981,NUTS_SL_01m_2024.shp,SI03,2023,July,7
2023-08-01,2023-09-01,-0.00024399480025749654,0.0004544468247331679,5.1996799568169644e-05,0.00011654802047038054,65536,47011,NUTS_SL_01m_2024.shp,SI03,2023,August,8
2023-09-01,2023-10-01,-0.0003371672355569899,0.000525455572642386,0.00012751709328882337,0.00016647024583405485,65536,60971,NUTS_SL_01m_2024.shp,SI03,2023,September,9
2023-10-01,2023-11-01,-0.00038542388938367367,0.0005422867252491415,4.548771384985179e-05,0.00018073320357776392,65536,55529,NUTS_SL_01m_2024.shp,SI03,2023,October,10
2023-12-01,2024-01-01,-0.00027089816285297275,0.0005230653332546353,0.00010160282616992136,0.00025008207961777276,65536,63974,NUTS_SL_01m_2024.shp,SI03,2023,December,12
2024-01-01,2024-02-01,-0.0005944140139035881,0.0006162170902825892,2.0049828541651707e-05,0.00022596150489290046,65536,53382,NUTS_SL_01m_2024.shp,SI03,2024,January,1
2024-02-01,2024-03-01,-0.0003680406662169844,0.0003433933015912771,5.86820466309297e-05,0.00013627365424935035,65536,63145,NUTS_SL_01m_2024.shp,SI03,2024,February,2
2024-03-01,2024-04-01,-0.0002982146106660366,0.00028199885855428874,-1.8164656495008323e-06,0.00011318854947061366,65536,63654,NUTS_SL_01m_2024.shp,SI03,2024,March,3
2024-04-01,2024-05-01,-0.0004504317475948483,0.0005688544479198754,8.466553115796309e-05,0.0001464735990869504,65536,39184,NUTS_SL_01m_2024.shp,SI03,2024,April,4
2024-05-01,2024-06-01,-0.0002658585144672543,0.0006942590698599815,6.827080677879737e-05,0.00011600135398380279,65536,58657,NUTS_SL_01m_2024.shp,SI03,2024,May,5
2024-06-01,2024-07-01,-0.00023293525737244636,0.00042488682083785534,0.00012171742300681115,0.00011431326761547203,65536,44559,NUTS_SL_01m_2024.shp,SI03,2024,June,6
2024-07-01,2024-08-01,-0.0003031336236745119,0.0005693003186024725,0.00010439434784542829,0.0001316481373174365,65536,39184,NUTS_SL_01m_2024.shp,SI03,2024,July,7
2024-08-01,2024-09-01,-0.00023530474572908133,0.0006752462941221893,0.0001664371333398959,0.00014914000558148016,65536,39360,NUTS_SL_01m_2024.shp,SI03,2024,August,8
2024-09-01,2024-10-01,-0.000791431637480855,0.0005592714878730476,5.9266521861355946e-05,0.00018420053565876626,65536,39344,NUTS_SL_01m_2024.shp,SI03,2024,September,9
2024-10-01,2024-11-01,-0.0005540477577596903,0.0005456735379993916,7.26043144543237e-05,0.0001828497329811187,65536,44524,NUTS_SL_01m_2024.shp,SI03,2024,October,10
2024-11-01,2024-12-01,-0.0004545924311969429,0.0010147414868697524,0.00011788868838270515,0.0002622942909069356,65536,45056,NUTS_SL_01m_2024.shp,SI03,2024,November,11
2024-12-01,2025-01-01,-0.00046704753185622394,0.0008133951341733336,0.00011772656315626625,0.00023396809263034153,65536,54061,NUTS_SL_01m_2024.shp,SI03,2024,December,12
2018-04-01,2018-05-01,0.00018733134493231773,0.0009271454182453454,0.0006170415474920163,0.00015580611683094583,65536,37419,NUTS_SL_01m_2024.shp,SI031,2018,April,4
2018-05-01,2018-06-01,-8.269510726677254e-05,0.00046956288861110806,0.00011772660254111358,8.43250385194017e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,May,5
2018-06-01,2018-07-01,-3.355083390488289e-05,0.000361709448043257,0.00015743881466671238,9.407119687707602e-05,65536,43305,NUTS_SL_01m_2024.shp,SI031,2018,June,6
2018-07-01,2018-08-01,2.2394428015104495e-05,0.0003843159938696772,0.00015614436604094822,8.68808668496969e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,July,7
2018-08-01,2018-09-01,-0.00019643940322566777,0.00040577436448074877,0.00016142995832998404,0.00010918409669112011,65536,39068,NUTS_SL_01m_2024.shp,SI031,2018,August,8
2018-09-01,2018-10-01,-0.00027065869653597474,0.000481574097648263,9.355845287080752e-05,0.0001377721541508109,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,September,9
2018-10-01,2018-11-01,-0.0003286949940957129,0.00041062902892008424,3.6237477222601584e-05,0.00012669933397714816,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,October,10
2018-12-01,2019-01-01,-0.0003771646006498486,0.00042105064494535327,7.365078173818322e-05,0.00019297448944677976,65536,43877,NUTS_SL_01m_2024.shp,SI031,2018,December,12
2019-02-01,2019-03-01,-0.00017798082262743264,0.00040443817852064967,8.994475412533625e-05,0.0001202127816845351,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,February,2
2019-03-01,2019-04-01,-0.0002253890415886417,0.0005444272537715733,0.00010849252712502381,0.00015960226594329398,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,March,3
2019-05-01,2019-06-01,-5.471503027365543e-05,0.00015055645781103522,4.439606150511792e-05,5.5688557862035625e-05,65536,56502,NUTS_SL_01m_2024.shp,SI031,2019,May,5
2019-06-01,2019-07-01,-0.0001897025213111192,0.0003833375230897218,0.00010314716689331814,0.00011677751453724973,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,June,6
2019-07-01,2019-08-01,-0.0001983911934075877,0.0004193214699625969,0.0001650489820075926,9.939582459702893e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,July,7
2019-08-01,2019-09-01,-6.805689918110147e-05,0.0004911523428745568,0.0001498279497544199,0.00012175231747296724,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,August,8
2019-09-01,2019-10-01,-0.0001986486604437232,0.0004255786188878119,9.234561702885757e-05,0.0001290260161117054,65536,34831,NUTS_SL_01m_2024.shp,SI031,2019,September,9
2019-11-01,2019-12-01,-0.0004043324734084308,0.0005800406215712428,3.59175052767986e-05,0.00019240649111874837,65536,34211,NUTS_SL_01m_2024.shp,SI031,2019,November,11
2019-12-01,2020-01-01,-0.0003321630647405982,0.0004482682852540165,8.328659079171763e-05,0.00016090997621394124,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,December,12
2020-02-01,2020-03-01,-0.00033925138995982707,0.00031265991856344044,5.276138699721148e-05,0.00014406216468009977,65536,49902,NUTS_SL_01m_2024.shp,SI031,2020,February,2
2020-03-01,2020-04-01,-0.00011729345715139061,0.00021880892745684832,2.174903868387191e-05,6.985173164480852e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,March,3
2020-04-01,2020-05-01,-0.0001837512681959197,0.00038732317625544965,5.588273463880726e-05,0.00011226472714251128,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,April,4
2020-06-01,2020-07-01,-4.1823612264124677e-05,0.0003217996854800731,9.191181604460695e-05,6.93476856789648e-05,65536,55431,NUTS_SL_01m_2024.shp,SI031,2020,June,6
2020-07-01,2020-08-01,-0.00012152112321928144,0.0003628389968071133,0.0001202462955772414,9.539180271875144e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,July,7
2020-09-01,2020-10-01,-0.00045253560529090464,0.0005018654046580195,8.690226034599108e-05,0.00015951801449200678,65536,36417,NUTS_SL_01m_2024.shp,SI031,2020,September,9
2020-10-01,2020-11-01,-0.0003483862092252821,0.00046288646990433335,2.1641278468562955e-05,0.00015284483702370424,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,October,10
2020-12-01,2021-01-01,-0.000372138136299327,0.0004563026304822415,0.00012144909028187386,0.00021027407772712363,65536,54553,NUTS_SL_01m_2024.shp,SI031,2020,December,12
2021-02-01,2021-03-01,-0.0003240937367081642,0.0004796364810317755,6.820390685800806e-05,0.0001726747815111869,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,February,2
2021-03-01,2021-04-01,-0.0002767077530734241,0.0004009963304270059,0.00011114114817977892,0.00012731855573639998,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,March,3
2021-04-01,2021-05-01,-0.00016599400260020047,0.00020222827151883394,1.8535941073934055e-05,8.219797562096002e-05,65536,48396,NUTS_SL_01m_2024.shp,SI031,2021,April,4
2021-05-01,2021-06-01,-9.48059605434537e-05,0.00012981767940800637,-1.8782441298100665e-06,8.603842578599455e-05,65536,64135,NUTS_SL_01m_2024.shp,SI031,2021,May,5
2021-06-01,2021-07-01,-0.00020368142577353865,0.0006195532041601837,0.000142141109984832,0.00012637634406000123,65536,37670,NUTS_SL_01m_2024.shp,SI031,2021,June,6
2021-08-01,2021-09-01,-0.00020318517636042088,0.0003641037328634411,6.349440155362084e-05,0.00011605322519086819,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,August,8
2021-09-01,2021-10-01,-0.00012040902220178396,0.0002827748248819262,4.4896628769760086e-05,0.00011728016453786931,65536,54981,NUTS_SL_01m_2024.shp,SI031,2021,September,9
2021-10-01,2021-11-01,-0.0002775116590783,0.0005330165149644017,0.00013542733041909581,0.00016312762114703967,65536,40360,NUTS_SL_01m_2024.shp,SI031,2021,October,10
